=== 内存监控开始 === 1755157778
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755206532,3362,29868,4147,155,4089,12288,0.43,17.36
1755206533,3362,29868,4147,155,4089,12288,0.34,17.36
1755206534,3362,29868,4147,155,4089,12288,0.27,17.36
1755206535,3362,29868,4147,155,4089,12288,0.22,17.37
1755206536,3362,29868,4147,155,4089,12288,0.26,17.36
1755206537,3362,29868,4147,155,4089,12288,0.33,17.36
1755206538,3362,29868,4147,155,4089,12288,0.39,17.36
1755206539,3362,29868,4147,155,4089,12288,0.25,17.36
1755206540,3362,29868,4147,155,4089,12288,0.27,17.36
1755206541,3362,29868,4147,155,4089,12288,0.40,17.36
1755206542,3362,29868,4147,155,4089,12288,0.25,17.36
1755206543,3362,29868,4147,155,4089,12288,0.39,17.36
1755206544,3362,29868,4147,155,4089,12288,0.26,17.36
1755206545,3362,29868,4147,155,4089,12288,0.24,17.36
1755206546,3362,29868,4147,155,4089,12288,0.45,17.36
1755206547,3362,29868,4147,155,4089,12288,0.37,17.36
1755206548,3362,29868,4147,155,4089,12288,0.33,17.36
1755206550,3362,29868,4147,155,4089,12288,0.31,17.36
1755206551,3362,29868,4147,155,4089,12288,0.27,17.36
1755206552,3362,29868,4147,155,4089,12288,0.32,17.36
1755206553,3362,29868,4147,155,4089,12288,0.42,17.36
1755206554,3362,29868,4147,155,4089,12288,0.27,17.36
1755206555,3362,29868,4147,155,4089,12288,0.22,17.36
1755206556,3362,29868,4147,155,4089,12288,0.30,17.36
1755206557,3362,29868,4147,155,4089,12288,0.37,17.36
1755206558,3362,29868,4147,155,4089,12288,0.39,17.36
1755206559,3362,29868,4147,155,4089,12288,0.34,17.36
1755206560,3362,29868,4147,155,4089,12288,0.25,17.36
1755206561,3362,29868,4147,155,4089,12288,0.39,17.36
1755206562,3362,29868,4147,155,4089,12288,0.33,17.36
1755206563,3362,29868,4147,155,4089,12288,0.34,17.36
1755206564,3362,29868,4147,155,4089,12288,0.34,17.36
1755206565,3362,29868,4147,155,4089,12288,0.27,17.36
1755206566,3362,29868,4147,155,4089,12288,0.34,17.36
1755206567,3362,29868,4147,155,4089,12288,0.42,17.36
1755206568,3362,29868,4147,155,4089,12288,0.31,17.36
1755206570,3362,29868,4147,155,4089,12288,0.24,17.36
1755206571,3362,29868,4147,155,4089,12288,0.28,17.38
1755206572,3362,29868,4147,155,4089,12288,0.33,17.36
1755206573,3362,29868,4147,155,4089,12288,0.36,17.36
1755206574,3362,29868,4147,155,4089,12288,0.33,17.36
1755206575,3362,29868,4147,155,4089,12288,0.31,17.36
1755206576,3362,29868,4147,155,4089,12288,0.27,17.36
1755206577,3362,29868,4147,155,4089,12288,0.45,17.36
1755206578,3362,29868,4147,155,4089,12288,0.36,17.36
1755206579,3362,29868,4147,155,4089,12288,0.28,17.36
1755206580,3362,29868,4147,155,4089,12288,0.31,17.36
1755206581,3362,29868,4147,155,4089,12288,0.37,17.36
1755206582,3362,29868,4147,155,4089,12288,0.31,17.36
1755206583,3362,29868,4147,155,4089,12288,0.46,17.36
1755206584,3362,29868,4147,155,4089,12288,0.30,17.36
1755206585,3362,29868,4147,155,4089,12288,0.24,17.36
1755206586,3362,29868,4147,155,4089,12288,0.43,17.36
1755206587,3362,29868,4147,155,4089,12288,0.37,17.36
1755206588,3362,29868,4147,155,4089,12288,0.27,17.36
1755206589,3362,29868,4147,155,4089,12288,0.27,17.36
1755206590,3362,29868,4147,155,4089,12288,0.27,17.36
1755206592,3362,29868,4147,155,4089,12288,0.34,17.36
1755206593,3362,29868,4147,155,4089,12288,0.42,17.36
1755206594,3362,29868,4147,155,4089,12288,0.28,17.36
1755206595,3362,29868,4147,155,4089,12288,0.33,17.36
1755206596,3362,29868,4147,155,4089,12288,0.22,17.36
1755206597,3362,29868,4147,155,4089,12288,0.37,17.36
1755206598,3362,29868,4147,155,4089,12288,0.42,17.36
1755206599,3362,29868,4147,155,4089,12288,0.25,17.36
1755206600,3362,29868,4147,155,4089,12288,0.27,17.36
1755206601,3362,29868,4147,155,4089,12288,0.40,17.36
1755206602,3362,29868,4147,155,4089,12288,0.25,17.36
1755206603,3362,29868,4147,155,4089,12288,0.37,17.36
1755206604,3362,29868,4147,155,4089,12288,0.34,17.37
1755206605,3362,29868,4147,155,4089,12288,0.25,17.36
1755206606,3362,29868,4147,155,4089,12288,0.36,17.36
1755206607,3362,29868,4147,155,4089,12288,0.40,17.36
1755206608,3362,29868,4147,155,4089,12288,0.27,17.38
1755206609,3362,29868,4147,155,4089,12288,0.21,17.37
1755206610,3362,29868,4147,155,4089,12288,0.28,17.36
1755206612,3362,29868,4147,155,4089,12288,0.33,17.36
1755206613,3362,29868,4147,155,4089,12288,0.37,17.36
1755206614,3362,29868,4147,155,4089,12288,0.28,17.36
1755206615,3362,29868,4147,155,4089,12288,0.25,17.36
1755206616,3362,29868,4147,155,4089,12288,0.27,17.36
1755206617,3362,29868,4147,155,4089,12288,0.39,17.36
1755206618,3362,29868,4147,155,4089,12288,0.39,17.36
1755206619,3362,29868,4147,155,4089,12288,0.27,17.36
1755206620,3362,29868,4147,155,4089,12288,0.25,17.36
1755206621,3362,29868,4147,155,4089,12288,0.37,17.36
1755206622,3362,29868,4147,155,4089,12288,0.31,17.36
1755206623,3362,29868,4147,155,4089,12288,0.37,17.36
1755206624,3362,29868,4147,155,4089,12288,0.30,17.36
1755206625,3362,29868,4147,155,4089,12288,0.31,17.36
1755206626,3362,29868,4147,155,4089,12288,0.34,17.36
1755206627,3362,29868,4147,155,4089,12288,0.36,17.36
1755206628,3362,29868,4147,155,4089,12288,0.28,17.36
1755206629,3362,29868,4147,155,4089,12288,0.25,17.36
1755206630,3362,29868,4147,155,4089,12288,0.25,17.36
1755206632,3362,29868,4147,155,4089,12288,0.36,17.36
1755206633,3362,29868,4147,155,4089,12288,0.41,17.36
1755206634,3362,29868,4147,155,4089,12288,0.25,17.36
1755206635,3362,29868,4147,155,4089,12288,0.33,17.36
1755206636,3362,29868,4147,155,4089,12288,0.30,17.36
1755206637,3362,29868,4147,155,4089,12288,0.33,17.36
1755206638,3362,29868,4147,155,4089,12288,0.43,17.36
1755206639,3362,29868,4147,155,4089,12288,0.28,17.37
1755206640,3362,29868,4147,155,4089,12288,0.30,17.37
1755206641,3362,29868,4147,155,4089,12288,0.40,17.37
1755206642,3362,29868,4147,155,4089,12288,0.24,17.37
1755206643,3362,29868,4147,155,4089,12288,0.33,17.37
1755206644,3362,29868,4147,155,4089,12288,0.31,17.37
1755206645,3362,29868,4147,155,4089,12288,0.25,17.36
1755206646,3362,29868,4147,155,4089,12288,0.36,17.36
1755206647,3362,29868,4147,155,4089,12288,0.39,17.36
1755206648,3362,29868,4147,155,4089,12288,0.31,17.36
1755206649,3362,29868,4147,155,4089,12288,0.24,17.36
1755206650,3362,29868,4147,155,4089,12288,0.33,17.36
1755206651,3362,29868,4147,155,4089,12288,0.36,17.36
1755206653,3362,29868,4147,155,4089,12288,0.46,17.36
1755206654,3362,29868,4147,155,4089,12288,0.25,17.36
1755206655,3362,29868,4147,155,4089,12288,0.28,17.36
1755206656,3362,29868,4147,155,4089,12288,0.28,17.36
1755206657,3362,29868,4147,155,4089,12288,0.36,17.36
1755206658,3362,29868,4147,155,4089,12288,0.36,17.36
1755206659,3362,29868,4147,155,4089,12288,0.33,17.36
1755206660,3362,29868,4147,155,4089,12288,0.25,17.37
1755206661,3362,29868,4147,155,4089,12288,0.34,17.36
1755206662,3362,29868,4147,155,4089,12288,0.33,17.36
1755206663,3362,29868,4147,155,4089,12288,0.39,17.36
1755206664,3362,29868,4147,155,4089,12288,0.30,17.36
1755206665,3362,29868,4147,155,4089,12288,0.33,17.36
1755206666,3362,29868,4147,155,4089,12288,0.31,17.36
1755206667,3362,29868,4147,155,4089,12288,0.37,17.37
1755206668,3362,29868,4147,155,4089,12288,0.34,17.36
1755206669,3362,29868,4147,155,4089,12288,0.20,17.36
1755206670,3362,29868,4147,155,4089,12288,0.21,17.36
1755206672,3362,29868,4147,155,4089,12288,0.40,17.36
1755206673,3362,29868,4147,155,4089,12288,0.40,17.36
1755206674,3362,29868,4147,155,4089,12288,0.28,17.36
1755206675,3362,29868,4147,155,4089,12288,0.25,17.36
1755206676,3362,29868,4147,155,4089,12288,0.24,17.36
1755206677,3362,29868,4147,155,4089,12288,0.37,17.36
1755206678,3362,29868,4147,155,4089,12288,0.40,17.36
1755206679,3362,29868,4147,155,4089,12288,0.30,17.36
1755206680,3362,29868,4147,155,4089,12288,0.27,17.36
1755206681,3362,29868,4147,155,4089,12288,0.39,17.36
1755206682,3362,29868,4147,155,4089,12288,0.24,17.36
1755206683,3362,29868,4147,155,4089,12288,0.42,17.36
1755206684,3362,29868,4147,155,4089,12288,0.25,17.36
1755206685,3362,29868,4147,155,4089,12288,0.25,17.36
1755206686,3362,29868,4147,155,4089,12288,0.45,17.36
1755206687,3362,29868,4147,155,4089,12288,0.34,17.38
1755206688,3362,29868,4147,155,4089,12288,0.28,17.36
1755206689,3362,29868,4147,155,4089,12288,0.25,17.36
1755206690,3362,29868,4147,155,4089,12288,0.26,17.36
1755206692,3362,29868,4147,155,4089,12288,0.39,17.36
1755206693,3362,29868,4147,155,4089,12288,0.40,17.36
1755206694,3362,29868,4147,155,4089,12288,0.27,17.36
1755206695,3362,29868,4147,155,4089,12288,0.24,17.36
1755206696,3362,29868,4147,155,4089,12288,0.28,17.36
1755206697,3362,29868,4147,155,4089,12288,0.33,17.36
1755206698,3362,29868,4147,155,4089,12288,0.43,17.36
1755206699,3362,29868,4147,155,4089,12288,0.28,17.36
1755206700,3362,29868,4147,155,4089,12288,0.25,17.36
1755206701,3362,29868,4147,155,4089,12288,0.39,17.36
1755206702,3362,29868,4147,155,4089,12288,0.30,17.36
1755206703,3362,29868,4147,155,4089,12288,0.39,17.36
1755206704,3362,29868,4147,155,4089,12288,0.30,17.36
1755206705,3362,29868,4147,155,4089,12288,0.26,17.36
1755206706,3362,29868,4147,155,4089,12288,0.36,17.36
1755206707,3362,29868,4147,155,4089,12288,0.42,17.36
1755206708,3362,29868,4147,155,4089,12288,0.25,17.36
1755206709,3362,29868,4147,155,4089,12288,0.25,17.36
1755206710,3362,29868,4147,155,4089,12288,0.39,17.36
1755206712,3362,29868,4147,155,4089,12288,0.31,17.36
1755206713,3362,29868,4147,155,4089,12288,0.37,17.36
1755206714,3362,29868,4147,155,4089,12288,0.30,17.36
1755206715,3362,29868,4147,155,4089,12288,0.25,17.36
1755206716,3362,29868,4147,155,4089,12288,0.27,17.36
1755206717,3362,29868,4147,155,4089,12288,0.39,17.36
1755206718,3362,29868,4147,155,4089,12288,0.37,17.36
1755206719,3362,29868,4147,155,4089,12288,0.28,17.36
1755206720,3362,29868,4147,155,4089,12288,0.28,17.36
1755206721,3362,29868,4147,155,4089,12288,0.39,17.36
1755206722,3362,29868,4147,155,4089,12288,0.31,17.36
1755206723,3362,29868,4147,155,4089,12288,0.37,17.36
1755206724,3362,29868,4147,155,4089,12288,0.27,17.36
1755206725,3362,29868,4147,155,4089,12288,0.28,17.36
1755206726,3362,29868,4147,155,4089,12288,0.33,17.36
1755206727,3362,29868,4147,155,4089,12288,0.36,17.36
1755206728,3362,29868,4147,155,4089,12288,0.25,17.38
1755206729,3362,29868,4147,155,4089,12288,0.25,17.37
1755206730,3362,29868,4147,155,4089,12288,0.18,17.36
1755206731,3362,29868,4147,155,4089,12288,0.40,17.36
1755206733,3362,29868,4147,155,4089,12288,0.43,17.35
1755206734,3362,29868,4147,155,4089,12288,0.30,17.36
1755206735,3362,29868,4147,155,4089,12288,0.34,17.36
1755206736,3362,29868,4147,155,4089,12288,0.24,17.36
1755206737,3362,29868,4147,155,4089,12288,0.37,17.36
1755206738,3362,29868,4147,155,4089,12288,0.46,17.36
1755206739,3362,29868,4147,155,4089,12288,0.25,17.36
1755206740,3362,29868,4147,155,4089,12288,0.27,17.36
1755206741,3362,29868,4147,155,4089,12288,0.40,17.36
1755206742,3362,29868,4147,155,4089,12288,0.28,17.36
1755206743,3362,29868,4147,155,4089,12288,0.37,17.36
1755206744,3362,29868,4147,155,4089,12288,0.33,17.35
1755206745,3362,29868,4147,155,4089,12288,0.25,17.36
1755206746,3362,29868,4147,155,4089,12288,0.34,17.36
1755206747,3362,29868,4147,155,4089,12288,0.42,17.36
1755206748,3362,29868,4147,155,4089,12288,0.19,17.37
1755206749,3362,29868,4147,155,4089,12288,0.32,17.35
1755206750,3362,29868,4147,155,4089,12288,0.23,17.36
1755206751,3362,29868,4147,155,4089,12288,0.37,17.36
1755206752,3362,29868,4147,155,4089,12288,0.48,17.36
1755206754,3362,29868,4147,155,4089,12288,0.28,17.36
1755206755,3362,29868,4147,155,4089,12288,0.24,17.36
1755206756,3362,29868,4147,155,4089,12288,0.30,17.36
1755206757,3362,29868,4147,155,4089,12288,0.36,17.36
1755206758,3362,29868,4147,155,4089,12288,0.39,17.36
1755206759,3362,29868,4147,155,4089,12288,0.33,17.36
1755206760,3362,29868,4147,155,4089,12288,0.25,17.36
1755206761,3362,29868,4147,155,4089,12288,0.30,17.36
1755206762,3362,29868,4147,155,4089,12288,0.39,17.36
1755206763,3362,29868,4147,155,4089,12288,0.39,17.36
1755206764,3362,29868,4147,155,4089,12288,0.27,17.36
1755206765,3362,29868,4147,155,4089,12288,0.31,17.36
1755206766,3362,29868,4147,155,4089,12288,0.36,17.36
1755206767,3362,29868,4147,155,4089,12288,0.40,17.36
1755206768,3362,29868,4147,155,4089,12288,0.31,17.37
1755206769,3362,29868,4147,155,4089,12288,0.27,17.36
1755206770,3362,29868,4147,155,4089,12288,0.35,17.36
1755206771,3362,29868,4147,155,4089,12288,0.42,17.36
1755206772,3362,29868,4147,155,4089,12288,0.39,17.36
1755206774,3362,29868,4147,155,4089,12288,0.30,17.36
1755206775,3362,29868,4147,155,4089,12288,0.28,17.36
1755206776,3362,29868,4147,155,4089,12288,0.25,17.36
1755206777,3362,29868,4147,155,4089,12288,0.42,17.36
1755206778,3362,29868,4147,155,4089,12288,0.42,17.36
1755206779,3362,29868,4147,155,4089,12288,0.25,17.36
1755206780,3362,29868,4147,155,4089,12288,0.27,17.36
1755206781,3362,29868,4147,155,4089,12288,0.34,17.36
1755206782,3362,29868,4147,155,4089,12288,0.27,17.36
1755206783,3362,29868,4147,155,4089,12288,0.42,17.36
1755206784,3362,29868,4147,155,4089,12288,0.25,17.36
1755206785,3362,29868,4147,155,4089,12288,0.22,17.36
1755206786,3362,29868,4147,155,4089,12288,0.48,17.36
1755206787,3362,29868,4147,155,4089,12288,0.37,17.36
1755206788,3362,29868,4147,155,4089,12288,0.37,17.36
1755206789,3362,29868,4147,155,4089,12288,0.28,17.36
1755206790,3362,29868,4147,155,4089,12288,0.24,17.36
1755206791,3362,29868,4147,155,4089,12288,0.30,17.38
1755206792,3362,29868,4147,155,4089,12288,0.43,17.36
1755206794,3362,29868,4147,155,4089,12288,0.24,17.36
1755206795,3362,29868,4147,155,4089,12288,0.27,17.36
1755206796,3362,29868,4147,155,4089,12288,0.28,17.36
1755206797,3362,29868,4147,155,4089,12288,0.39,17.36
1755206798,3362,29868,4147,155,4089,12288,0.42,17.36
1755206799,3362,29868,4147,155,4089,12288,0.33,17.35
1755206800,3362,29868,4147,155,4089,12288,0.27,17.36
1755206801,3362,29868,4147,155,4089,12288,0.35,17.36
1755206802,3362,29868,4147,155,4089,12288,0.31,17.36
1755206803,3362,29868,4147,155,4089,12288,0.39,17.36
1755206804,3362,29868,4147,155,4089,12288,0.34,17.36
1755206805,3362,29868,4147,155,4089,12288,0.28,17.36
1755206806,3362,29868,4147,155,4089,12288,0.33,17.36
1755206807,3362,29868,4147,155,4089,12288,0.40,17.36
1755206808,3362,29868,4147,155,4089,12288,0.34,17.36
1755206809,3362,29868,4147,155,4089,12288,0.22,17.36
1755206810,3362,29868,4147,155,4089,12288,0.28,17.36
1755206811,3362,29868,4147,155,4089,12288,0.33,17.38
1755206812,3362,29868,4147,155,4089,12288,0.38,17.36
1755206814,3362,29868,4147,155,4089,12288,0.27,17.36
1755206815,3362,29868,4147,155,4089,12288,0.28,17.36
1755206816,3362,29868,4147,155,4089,12288,0.24,17.36
1755206817,3362,29868,4147,155,4089,12288,0.42,17.36
1755206818,3362,29868,4147,155,4089,12288,0.37,17.36
1755206819,3362,29868,4147,155,4089,12288,0.27,17.36
1755206820,3362,29868,4147,155,4089,12288,0.30,17.36
1755206821,3362,29868,4147,155,4089,12288,0.30,17.36
1755206822,3362,29868,4147,155,4089,12288,0.34,17.36
1755206823,3362,29868,4147,155,4089,12288,0.46,17.36
1755206824,3362,29868,4147,155,4089,12288,0.34,17.36
1755206825,3362,29868,4147,155,4089,12288,0.25,17.36
1755206826,3362,29868,4147,155,4089,12288,0.43,17.36
1755206827,3362,29868,4147,155,4089,12288,0.33,17.36
1755206828,3362,29868,4147,155,4089,12288,0.38,17.36
1755206829,3362,29868,4147,155,4089,12288,0.22,17.38
1755206830,3362,29868,4147,155,4089,12288,0.31,17.36
1755206831,3362,29868,4147,155,4089,12288,0.44,17.36
1755206832,3362,29868,4147,155,4089,12288,0.43,17.36
1755206834,3362,29868,4147,155,4089,12288,0.24,17.36
1755206835,3362,29868,4147,155,4089,12288,0.31,17.36
1755206836,3362,29868,4147,155,4089,12288,0.27,17.36
1755206837,3362,29868,4147,155,4089,12288,0.34,17.36
1755206838,3362,29868,4147,155,4089,12288,0.45,17.36
1755206839,3362,29868,4147,155,4089,12288,0.28,17.36
1755206840,3362,29868,4147,155,4089,12288,0.24,17.36
1755206841,3362,29868,4147,155,4089,12288,0.34,17.37
1755206842,3362,29868,4147,155,4089,12288,0.36,17.36
1755206843,3362,29868,4147,155,4089,12288,0.39,17.36
1755206844,3362,29868,4147,155,4089,12288,0.34,17.36
1755206845,3362,29868,4147,155,4089,12288,0.28,17.36
1755206846,3362,29868,4147,155,4089,12288,0.40,17.36
1755206847,3362,29868,4147,155,4089,12288,0.37,17.36
1755206848,3362,29868,4147,155,4089,12288,0.35,17.36
1755206849,3362,29868,4147,155,4089,12288,0.27,17.36
1755206850,3362,29868,4147,155,4089,12288,0.34,17.36
1755206851,3362,29868,4147,155,4089,12288,0.37,17.36
1755206852,3362,29868,4147,155,4089,12288,0.37,17.38
1755206854,3362,29868,4147,155,4089,12288,0.23,17.36
1755206855,3362,29868,4147,155,4089,12288,0.22,17.36
1755206856,3362,29868,4147,155,4089,12288,0.30,17.36
1755206857,3362,29868,4147,155,4089,12288,0.36,17.36
1755206858,3362,29868,4147,155,4089,12288,0.34,17.36
1755206859,3362,29868,4147,155,4089,12288,0.36,17.36
1755206860,3362,29868,4147,155,4089,12288,0.24,17.36
1755206861,3362,29868,4147,155,4089,12288,0.27,17.36
1755206862,3362,29868,4147,155,4089,12288,0.36,17.36
1755206863,3362,29868,4147,155,4089,12288,0.40,17.36
1755206864,3362,29868,4147,155,4089,12288,0.34,17.36
1755206865,3362,29868,4147,155,4089,12288,0.28,17.36
1755206866,3362,29868,4147,155,4089,12288,0.36,17.36
1755206867,3362,29868,4147,155,4089,12288,0.33,17.36
1755206868,3362,29868,4147,155,4089,12288,0.33,17.36
1755206869,3362,29868,4147,155,4089,12288,0.27,17.36
1755206870,3362,29868,4147,155,4089,12288,0.24,17.36
1755206871,3362,29868,4147,155,4089,12288,0.40,17.36
1755206872,3362,29868,4147,155,4089,12288,0.36,17.36
1755206873,3362,29868,4147,155,4089,12288,0.27,17.36
1755206875,3362,29868,4147,155,4089,12288,0.28,17.38
1755206876,3362,29868,4147,155,4089,12288,0.21,17.36
1755206877,3362,29868,4147,155,4089,12288,0.34,17.36
1755206878,3362,29868,4147,155,4089,12288,0.54,17.36
1755206879,3362,29868,4147,155,4089,12288,0.28,17.37
1755206880,3362,29868,4147,155,4089,12288,0.30,17.37
1755206881,3362,29868,4147,155,4089,12288,0.28,17.37
1755206882,3362,29868,4147,155,4089,12288,0.32,17.37
1755206883,3362,29868,4147,155,4089,12288,0.42,17.37
1755206884,3362,29868,4147,155,4089,12288,0.30,17.37
1755206885,3362,29868,4147,155,4089,12288,0.25,17.37
1755206886,3362,29868,4147,155,4089,12288,0.39,17.37
1755206887,3362,29868,4147,155,4089,12288,0.34,17.36
1755206888,3362,29868,4147,155,4089,12288,0.33,17.37
1755206889,3362,29868,4147,155,4089,12288,0.31,17.37
1755206890,3362,29868,4147,155,4089,12288,0.33,17.37
1755206891,3362,29868,4147,155,4089,12288,0.36,17.37
1755206892,3362,29868,4147,155,4089,12288,0.44,17.37
1755206893,3362,29868,4147,155,4089,12288,0.25,17.37
1755206895,3362,29868,4147,155,4089,12288,0.27,17.37
1755206896,3362,29868,4147,155,4089,12288,0.27,17.37
1755206897,3362,29868,4147,155,4089,12288,0.35,17.39
1755206898,3362,29868,4147,155,4089,12288,0.35,17.38
1755206899,3362,29868,4147,155,4089,12288,0.31,17.37
1755206900,3362,29868,4147,155,4089,12288,0.22,17.37
1755206901,3362,29868,4147,155,4089,12288,0.36,17.37
1755206902,3362,29868,4147,155,4089,12288,0.36,17.37
1755206903,3362,29868,4147,155,4089,12288,0.37,17.37
1755206904,3362,29868,4147,155,4089,12288,0.31,17.36
1755206905,3362,29868,4147,155,4089,12288,0.27,17.36
1755206906,3362,29868,4147,155,4089,12288,0.33,17.36
1755206907,3362,29868,4147,155,4089,12288,0.37,17.36
1755206908,3362,29868,4147,155,4089,12288,0.27,17.36
1755206909,3362,29868,4147,155,4089,12288,0.27,17.36
1755206910,3362,29868,4147,155,4089,12288,0.28,17.36
1755206911,3362,29868,4147,155,4089,12288,0.33,17.36
1755206912,3362,29868,4147,155,4089,12288,0.40,17.36
1755206913,3362,29868,4147,155,4089,12288,0.36,17.36
1755206915,3362,29868,4147,155,4089,12288,0.24,17.36
1755206916,3362,29868,4147,155,4089,12288,0.21,17.36
1755206917,3362,29868,4147,155,4089,12288,0.34,17.38
1755206918,3362,29868,4147,155,4089,12288,0.31,17.36
1755206919,3362,29868,4147,155,4089,12288,0.30,17.36
1755206920,3362,29868,4147,155,4089,12288,0.25,17.36
1755206921,3362,29868,4147,155,4089,12288,0.28,17.36
1755206922,3362,29868,4147,155,4089,12288,0.34,17.36
1755206923,3362,29868,4147,155,4089,12288,0.49,17.36
1755206924,3362,29868,4147,155,4089,12288,0.28,17.36
1755206925,3362,29868,4147,155,4089,12288,0.26,17.36
1755206926,3362,29868,4147,155,4089,12288,0.43,17.36
1755206927,3362,29868,4147,155,4089,12288,0.33,17.36
1755206928,3362,29868,4147,155,4089,12288,0.40,17.36
1755206929,3362,29868,4147,155,4089,12288,0.25,17.36
1755206930,3362,29868,4147,155,4089,12288,0.24,17.36
1755206931,3362,29868,4147,155,4089,12288,0.43,17.36
1755206932,3362,29868,4147,155,4089,12288,0.42,17.36
1755206934,3362,29868,4147,155,4089,12288,0.27,17.36
1755206935,3362,29868,4147,155,4089,12288,0.31,17.36
1755206936,3362,29868,4147,155,4089,12288,0.24,17.36
1755206937,3362,29868,4147,155,4089,12288,0.36,17.36
1755206938,3362,29868,4147,155,4089,12288,0.42,17.36
