=== 内存监控开始 === 1755157778
时间戳,进程内存(MB),虚拟内存(MB),驻留内存(MB),共享内存(MB),GPU已用(MB),GPU总量(MB),CPU使用率(%),内存使用率(%)
1755206044,3362,29868,4147,155,4089,12288,0.28,17.37
1755206045,3362,29868,4147,155,4089,12288,0.33,17.37
1755206046,3362,29868,4147,155,4089,12288,0.39,17.37
1755206047,3362,29868,4147,155,4089,12288,0.41,17.37
1755206048,3362,29868,4147,155,4089,12288,0.27,17.37
1755206050,3362,29868,4147,155,4089,12288,0.33,17.37
1755206051,3362,29868,4147,155,4089,12288,0.31,17.37
1755206052,3362,29868,4147,155,4089,12288,0.37,17.37
1755206053,3362,29868,4147,155,4089,12288,0.43,17.37
1755206054,3362,29868,4147,155,4089,12288,0.30,17.37
1755206055,3362,29868,4147,155,4089,12288,0.21,17.39
1755206056,3362,29868,4147,155,4089,12288,0.37,17.37
1755206057,3362,29868,4147,155,4089,12288,0.27,17.37
1755206058,3362,29868,4147,155,4089,12288,0.36,17.37
1755206059,3362,29868,4147,155,4089,12288,0.36,17.37
1755206060,3362,29868,4147,155,4089,12288,0.25,17.37
1755206061,3362,29868,4147,155,4089,12288,0.36,17.37
1755206062,3362,29868,4147,155,4089,12288,0.34,17.37
1755206063,3362,29868,4147,155,4089,12288,0.31,17.37
1755206064,3362,29868,4147,155,4089,12288,0.33,17.37
1755206065,3362,29868,4147,155,4089,12288,0.24,17.37
1755206066,3362,29868,4147,155,4089,12288,0.39,17.37
1755206067,3362,29868,4147,155,4089,12288,0.45,17.37
1755206068,3362,29868,4147,155,4089,12288,0.28,17.37
1755206070,3362,29868,4147,155,4089,12288,0.27,17.37
1755206071,3362,29868,4147,155,4089,12288,0.33,17.37
1755206072,3362,29868,4147,155,4089,12288,0.40,17.37
1755206073,3362,29868,4147,155,4089,12288,0.39,17.37
1755206074,3362,29868,4147,155,4089,12288,0.33,17.37
1755206075,3362,29868,4147,155,4089,12288,0.27,17.37
1755206076,3362,29868,4147,155,4089,12288,0.24,17.37
1755206077,3362,29868,4147,155,4089,12288,0.36,17.37
1755206078,3362,29868,4147,155,4089,12288,0.36,17.37
1755206079,3362,29868,4147,155,4089,12288,0.27,17.37
1755206080,3362,29868,4147,155,4089,12288,0.34,17.37
1755206081,3362,29868,4147,155,4089,12288,0.33,17.37
1755206082,3362,29868,4147,155,4089,12288,0.37,17.37
1755206083,3362,29868,4147,155,4089,12288,0.38,17.37
1755206084,3362,29868,4147,155,4089,12288,0.25,17.37
1755206085,3362,29868,4147,155,4089,12288,0.27,17.37
1755206086,3362,29868,4147,155,4089,12288,0.39,17.37
1755206087,3362,29868,4147,155,4089,12288,0.43,17.37
1755206088,3362,29868,4147,155,4089,12288,0.34,17.37
1755206090,3362,29868,4147,155,4089,12288,0.27,17.37
1755206091,3362,29868,4147,155,4089,12288,0.25,17.37
1755206092,3362,29868,4147,155,4089,12288,0.42,17.37
1755206093,3362,29868,4147,155,4089,12288,0.43,17.37
1755206094,3362,29868,4147,155,4089,12288,0.32,17.37
1755206095,3362,29868,4147,155,4089,12288,0.34,17.37
1755206096,3362,29868,4147,155,4089,12288,0.25,17.37
1755206097,3362,29868,4147,155,4089,12288,0.34,17.37
1755206098,3362,29868,4147,155,4089,12288,0.40,17.39
1755206099,3362,29868,4147,155,4089,12288,0.31,17.37
1755206100,3362,29868,4147,155,4089,12288,0.25,17.37
1755206101,3362,29868,4147,155,4089,12288,0.43,17.37
1755206102,3362,29868,4147,155,4089,12288,0.33,17.37
1755206103,3362,29868,4147,155,4089,12288,0.39,17.37
1755206104,3362,29868,4147,155,4089,12288,0.33,17.37
1755206105,3362,29868,4147,155,4089,12288,0.24,17.37
1755206106,3362,29868,4147,155,4089,12288,0.39,17.37
1755206107,3362,29868,4147,155,4089,12288,0.43,17.37
1755206108,3362,29868,4147,155,4089,12288,0.33,17.37
1755206110,3362,29868,4147,155,4089,12288,0.28,17.37
1755206111,3362,29868,4147,155,4089,12288,0.40,17.37
1755206112,3362,29868,4147,155,4089,12288,0.39,17.38
1755206113,3362,29868,4147,155,4089,12288,0.52,17.38
1755206114,3362,29868,4147,155,4089,12288,0.30,17.37
1755206115,3362,29868,4147,155,4089,12288,0.30,17.37
1755206116,3362,29868,4147,155,4089,12288,0.37,17.39
1755206117,3362,29868,4147,155,4089,12288,0.27,17.37
1755206118,3362,29868,4147,155,4089,12288,0.40,17.37
1755206119,3362,29868,4147,155,4089,12288,0.30,17.37
1755206120,3362,29868,4147,155,4089,12288,0.27,17.37
1755206121,3362,29868,4147,155,4089,12288,0.39,17.37
1755206122,3362,29868,4147,155,4089,12288,0.48,17.37
1755206123,3362,29868,4147,155,4089,12288,0.33,17.37
1755206124,3362,29868,4147,155,4089,12288,0.28,17.37
1755206125,3362,29868,4147,155,4089,12288,0.27,17.37
1755206126,3362,29868,4147,155,4089,12288,0.42,17.37
1755206127,3362,29868,4147,155,4089,12288,0.42,17.37
1755206128,3362,29868,4147,155,4089,12288,0.37,17.37
1755206130,3362,29868,4147,155,4089,12288,0.22,17.37
1755206131,3362,29868,4147,155,4089,12288,0.22,17.39
1755206132,3362,29868,4147,155,4089,12288,0.37,17.37
1755206133,3362,29868,4147,155,4089,12288,0.39,17.37
1755206134,3362,29868,4147,155,4089,12288,0.28,17.37
1755206135,3362,29868,4147,155,4089,12288,0.33,17.37
1755206136,3362,29868,4147,155,4089,12288,0.41,17.37
1755206137,3362,29868,4147,155,4089,12288,0.33,17.37
1755206138,3362,29868,4147,155,4089,12288,0.42,17.37
1755206139,3362,29868,4147,155,4089,12288,0.33,17.37
1755206140,3362,29868,4147,155,4089,12288,0.33,17.37
1755206141,3362,29868,4147,155,4089,12288,0.33,17.37
1755206142,3362,29868,4147,155,4089,12288,0.40,17.37
1755206143,3362,29868,4147,155,4089,12288,0.42,17.37
1755206144,3362,29868,4147,155,4089,12288,0.28,17.37
1755206145,3362,29868,4147,155,4089,12288,0.31,17.37
1755206146,3362,29868,4147,155,4089,12288,0.40,17.37
1755206147,3362,29868,4147,155,4089,12288,0.42,17.37
1755206148,3362,29868,4147,155,4089,12288,0.30,17.37
1755206150,3362,29868,4147,155,4089,12288,0.30,17.37
1755206151,3362,29868,4147,155,4089,12288,0.21,17.37
1755206152,3362,29868,4147,155,4089,12288,0.40,17.37
1755206153,3362,29868,4147,155,4089,12288,0.49,17.37
1755206154,3362,29868,4147,155,4089,12288,0.28,17.37
1755206155,3362,29868,4147,155,4089,12288,0.27,17.37
1755206156,3362,29868,4147,155,4089,12288,0.30,17.37
1755206157,3362,29868,4147,155,4089,12288,0.37,17.37
1755206158,3362,29868,4147,155,4089,12288,0.42,17.37
1755206159,3362,29868,4147,155,4089,12288,0.39,17.37
1755206160,3362,29868,4147,155,4089,12288,0.27,17.37
1755206161,3362,29868,4147,155,4089,12288,0.37,17.37
1755206162,3362,29868,4147,155,4089,12288,0.27,17.37
1755206163,3362,29868,4147,155,4089,12288,0.38,17.37
1755206164,3362,29868,4147,155,4089,12288,0.33,17.38
1755206165,3362,29868,4147,155,4089,12288,0.26,17.38
1755206166,3362,29868,4147,155,4089,12288,0.31,17.38
1755206167,3362,29868,4147,155,4089,12288,0.52,17.37
1755206168,3362,29868,4147,155,4089,12288,0.28,17.37
1755206170,3362,29868,4147,155,4089,12288,0.28,17.37
1755206171,3362,29868,4147,155,4089,12288,0.42,17.37
1755206172,3362,29868,4147,155,4089,12288,0.39,17.37
1755206173,3362,29868,4147,155,4089,12288,0.40,17.37
1755206174,3362,29868,4147,155,4089,12288,0.34,17.37
1755206175,3362,29868,4147,155,4089,12288,0.27,17.38
1755206176,3362,29868,4147,155,4089,12288,0.29,17.38
1755206177,3362,29868,4147,155,4089,12288,0.34,17.38
1755206178,3362,29868,4147,155,4089,12288,0.35,17.39
1755206179,3362,29868,4147,155,4089,12288,0.28,17.37
1755206180,3362,29868,4147,155,4089,12288,0.30,17.37
1755206181,3362,29868,4147,155,4089,12288,0.34,17.37
1755206182,3362,29868,4147,155,4089,12288,0.42,17.37
1755206183,3362,29868,4147,155,4089,12288,0.34,17.37
1755206184,3362,29868,4147,155,4089,12288,0.27,17.37
1755206185,3362,29868,4147,155,4089,12288,0.22,17.37
1755206186,3362,29868,4147,155,4089,12288,0.37,17.37
1755206187,3362,29868,4147,155,4089,12288,0.39,17.37
1755206189,3362,29868,4147,155,4089,12288,0.31,17.37
1755206190,3362,29868,4147,155,4089,12288,0.27,17.37
1755206191,3362,29868,4147,155,4089,12288,0.22,17.37
1755206192,3362,29868,4147,155,4089,12288,0.37,17.37
1755206193,3362,29868,4147,155,4089,12288,0.42,17.38
1755206194,3362,29868,4147,155,4089,12288,0.31,17.38
1755206195,3362,29868,4147,155,4089,12288,0.38,17.38
1755206196,3362,29868,4147,155,4089,12288,0.37,17.37
1755206197,3362,29868,4147,155,4089,12288,0.27,17.38
1755206198,3362,29868,4147,155,4089,12288,0.43,17.37
1755206199,3362,29868,4147,155,4089,12288,0.31,17.37
1755206200,3362,29868,4147,155,4089,12288,0.24,17.37
1755206201,3362,29868,4147,155,4089,12288,0.34,17.37
1755206202,3362,29868,4147,155,4089,12288,0.40,17.37
1755206203,3362,29868,4147,155,4089,12288,0.26,17.37
1755206204,3362,29868,4147,155,4089,12288,0.28,17.37
1755206205,3362,29868,4147,155,4089,12288,0.28,17.37
1755206206,3362,29868,4147,155,4089,12288,0.40,17.37
1755206207,3362,29868,4147,155,4089,12288,0.46,17.37
1755206209,3362,29868,4147,155,4089,12288,0.28,17.37
1755206210,3362,29868,4147,155,4089,12288,0.28,17.37
1755206211,3362,29868,4147,155,4089,12288,0.33,17.37
1755206212,3362,29868,4147,155,4089,12288,0.37,17.37
1755206213,3362,29868,4147,155,4089,12288,3.51,17.37
1755206214,3362,29868,4147,155,4089,12288,0.33,17.37
1755206215,3362,29868,4147,155,4089,12288,0.28,17.37
1755206216,3362,29868,4147,155,4089,12288,0.40,17.38
1755206217,3362,29868,4147,155,4089,12288,0.30,17.38
1755206218,3362,29868,4147,155,4089,12288,0.37,17.38
1755206219,3362,29868,4147,155,4089,12288,0.37,17.38
1755206220,3362,29868,4147,155,4089,12288,0.27,17.37
1755206221,3362,29868,4147,155,4089,12288,0.37,17.37
1755206222,3362,29868,4147,155,4089,12288,0.44,17.37
1755206223,3362,29868,4147,155,4089,12288,0.31,17.37
1755206224,3362,29868,4147,155,4089,12288,0.27,17.37
1755206225,3362,29868,4147,155,4089,12288,0.30,17.37
1755206226,3362,29868,4147,155,4089,12288,0.30,17.37
1755206227,3362,29868,4147,155,4089,12288,0.50,17.37
1755206228,3362,29868,4147,155,4089,12288,0.33,17.37
1755206230,3362,29868,4147,155,4089,12288,0.26,17.37
1755206231,3362,29868,4147,155,4089,12288,0.37,17.37
1755206232,3362,29868,4147,155,4089,12288,0.45,17.37
1755206233,3362,29868,4147,155,4089,12288,0.45,17.37
1755206234,3362,29868,4147,155,4089,12288,0.31,17.37
1755206235,3362,29868,4147,155,4089,12288,0.33,17.37
1755206236,3362,29868,4147,155,4089,12288,0.28,17.37
1755206237,3362,29868,4147,155,4089,12288,0.35,17.37
1755206238,3362,29868,4147,155,4089,12288,0.43,17.37
1755206239,3362,29868,4147,155,4089,12288,0.28,17.37
1755206240,3362,29868,4147,155,4089,12288,0.27,17.38
1755206241,3362,29868,4147,155,4089,12288,0.35,17.37
1755206242,3362,29868,4147,155,4089,12288,0.36,17.37
1755206243,3362,29868,4147,155,4089,12288,0.36,17.37
1755206244,3362,29868,4147,155,4089,12288,0.22,17.37
1755206245,3362,29868,4147,155,4089,12288,0.27,17.37
1755206246,3362,29868,4147,155,4089,12288,0.42,17.37
1755206247,3362,29868,4147,155,4089,12288,0.42,17.37
1755206248,3362,29868,4147,155,4089,12288,0.27,17.37
1755206250,3362,29868,4147,155,4089,12288,0.34,17.37
1755206251,3362,29868,4147,155,4089,12288,0.25,17.37
1755206252,3362,29868,4147,155,4089,12288,0.33,17.37
1755206253,3362,29868,4147,155,4089,12288,0.46,17.37
1755206254,3362,29868,4147,155,4089,12288,0.24,17.39
1755206255,3362,29868,4147,155,4089,12288,0.25,17.37
1755206256,3362,29868,4147,155,4089,12288,0.36,17.37
1755206257,3362,29868,4147,155,4089,12288,0.30,17.37
1755206258,3362,29868,4147,155,4089,12288,0.37,17.37
1755206259,3362,29868,4147,155,4089,12288,0.33,17.37
1755206260,3362,29868,4147,155,4089,12288,0.27,17.37
1755206261,3362,29868,4147,155,4089,12288,0.37,17.37
1755206262,3362,29868,4147,155,4089,12288,0.46,17.37
1755206263,3362,29868,4147,155,4089,12288,0.39,17.37
1755206264,3362,29868,4147,155,4089,12288,0.33,17.37
1755206265,3362,29868,4147,155,4089,12288,0.28,17.37
1755206266,3362,29868,4147,155,4089,12288,0.34,17.37
1755206267,3362,29868,4147,155,4089,12288,0.45,17.37
1755206268,3362,29868,4147,155,4089,12288,0.22,17.37
1755206270,3362,29868,4147,155,4089,12288,0.24,17.37
1755206271,3362,29868,4147,155,4089,12288,0.30,17.37
1755206272,3362,29868,4147,155,4089,12288,0.36,17.37
1755206273,3362,29868,4147,155,4089,12288,0.37,17.37
1755206274,3362,29868,4147,155,4089,12288,0.34,17.37
1755206275,3362,29868,4147,155,4089,12288,0.33,17.37
1755206276,3362,29868,4147,155,4089,12288,0.34,17.37
1755206277,3362,29868,4147,155,4089,12288,0.38,17.37
1755206278,3362,29868,4147,155,4089,12288,0.39,17.37
1755206279,3362,29868,4147,155,4089,12288,0.31,17.37
1755206280,3362,29868,4147,155,4089,12288,0.31,17.37
1755206281,3362,29868,4147,155,4089,12288,0.45,17.37
1755206282,3362,29868,4147,155,4089,12288,0.36,17.37
1755206283,3362,29868,4147,155,4089,12288,0.43,17.37
1755206284,3362,29868,4147,155,4089,12288,0.24,17.37
1755206285,3362,29868,4147,155,4089,12288,0.28,17.37
1755206286,3362,29868,4147,155,4089,12288,0.43,17.37
1755206287,3362,29868,4147,155,4089,12288,0.37,17.37
1755206288,3362,29868,4147,155,4089,12288,0.34,17.37
1755206290,3362,29868,4147,155,4089,12288,0.24,17.37
1755206291,3362,29868,4147,155,4089,12288,0.30,17.37
1755206292,3362,29868,4147,155,4089,12288,0.43,17.37
1755206293,3362,29868,4147,155,4089,12288,0.39,17.37
1755206294,3362,29868,4147,155,4089,12288,0.30,17.37
1755206295,3362,29868,4147,155,4089,12288,0.28,17.37
1755206296,3362,29868,4147,155,4089,12288,0.31,17.37
1755206297,3362,29868,4147,155,4089,12288,0.32,17.37
1755206298,3362,29868,4147,155,4089,12288,0.43,17.37
1755206299,3362,29868,4147,155,4089,12288,0.33,17.37
1755206300,3362,29868,4147,155,4089,12288,0.27,17.36
1755206301,3362,29868,4147,155,4089,12288,0.39,17.37
1755206302,3362,29868,4147,155,4089,12288,0.39,17.37
1755206303,3362,29868,4147,155,4089,12288,0.34,17.37
1755206304,3362,29868,4147,155,4089,12288,0.31,17.39
1755206305,3362,29868,4147,155,4089,12288,0.19,17.37
1755206306,3362,29868,4147,155,4089,12288,0.31,17.37
1755206307,3362,29868,4147,155,4089,12288,0.42,17.37
1755206309,3362,29868,4147,155,4089,12288,0.28,17.37
1755206310,3362,29868,4147,155,4089,12288,0.27,17.37
1755206311,3362,29868,4147,155,4089,12288,0.28,17.37
1755206312,3362,29868,4147,155,4089,12288,0.36,17.37
1755206313,3362,29868,4147,155,4089,12288,0.34,17.37
1755206314,3362,29868,4147,155,4089,12288,0.34,17.37
1755206315,3362,29868,4147,155,4089,12288,0.28,17.37
1755206316,3362,29868,4147,155,4089,12288,0.40,17.37
1755206317,3362,29868,4147,155,4089,12288,0.31,17.37
1755206318,3362,29868,4147,155,4089,12288,0.37,17.37
1755206319,3362,29868,4147,155,4089,12288,0.33,17.37
1755206320,3362,29868,4147,155,4089,12288,0.28,17.37
1755206321,3362,29868,4147,155,4089,12288,0.37,17.37
1755206322,3362,29868,4147,155,4089,12288,0.30,17.37
1755206323,3362,29868,4147,155,4089,12288,0.32,17.37
1755206324,3362,29868,4147,155,4089,12288,0.25,17.37
1755206325,3362,29868,4147,155,4089,12288,0.31,17.37
1755206326,3362,29868,4147,155,4089,12288,0.33,17.37
1755206327,3362,29868,4147,155,4089,12288,0.40,17.37
1755206328,3362,29868,4147,155,4089,12288,0.31,17.37
1755206330,3362,29868,4147,155,4089,12288,0.23,17.37
1755206331,3362,29868,4147,155,4089,12288,0.25,17.37
1755206332,3362,29868,4147,155,4089,12288,0.41,17.37
1755206333,3362,29868,4147,155,4089,12288,0.40,17.37
1755206334,3362,29868,4147,155,4089,12288,0.27,17.37
1755206335,3362,29868,4147,155,4089,12288,0.36,17.37
1755206336,3362,29868,4147,155,4089,12288,0.24,17.37
1755206337,3362,29868,4147,155,4089,12288,0.29,17.39
1755206338,3362,29868,4147,155,4089,12288,0.42,17.36
1755206339,3362,29868,4147,155,4089,12288,0.27,17.36
1755206340,3362,29868,4147,155,4089,12288,0.33,17.37
1755206341,3362,29868,4147,155,4089,12288,0.33,17.36
1755206342,3362,29868,4147,155,4089,12288,0.37,17.36
1755206343,3362,29868,4147,155,4089,12288,0.37,17.36
1755206344,3362,29868,4147,155,4089,12288,0.28,17.36
1755206345,3362,29868,4147,155,4089,12288,0.24,17.36
1755206346,3362,29868,4147,155,4089,12288,0.43,17.36
1755206347,3362,29868,4147,155,4089,12288,0.37,17.36
1755206348,3362,29868,4147,155,4089,12288,0.33,17.36
1755206350,3362,29868,4147,155,4089,12288,0.37,17.36
1755206351,3362,29868,4147,155,4089,12288,0.31,17.36
1755206352,3362,29868,4147,155,4089,12288,0.34,17.38
1755206353,3362,29868,4147,155,4089,12288,0.38,17.36
1755206354,3362,29868,4147,155,4089,12288,0.30,17.36
1755206355,3362,29868,4147,155,4089,12288,0.25,17.36
1755206356,3362,29868,4147,155,4089,12288,0.40,17.36
1755206357,3362,29868,4147,155,4089,12288,0.34,17.36
1755206358,3362,29868,4147,155,4089,12288,0.39,17.36
1755206359,3362,29868,4147,155,4089,12288,0.33,17.36
1755206360,3362,29868,4147,155,4089,12288,0.22,17.36
1755206361,3362,29868,4147,155,4089,12288,0.34,17.36
1755206362,3362,29868,4147,155,4089,12288,0.37,17.36
1755206363,3362,29868,4147,155,4089,12288,0.32,17.36
1755206364,3362,29868,4147,155,4089,12288,0.24,17.36
1755206365,3362,29868,4147,155,4089,12288,0.31,17.36
1755206366,3362,29868,4147,155,4089,12288,0.37,17.36
1755206367,3362,29868,4147,155,4089,12288,0.46,17.36
1755206368,3362,29868,4147,155,4089,12288,0.28,17.36
1755206370,3362,29868,4147,155,4089,12288,0.24,17.36
1755206371,3362,29868,4147,155,4089,12288,0.31,17.36
1755206372,3362,29868,4147,155,4089,12288,0.28,17.36
1755206373,3362,29868,4147,155,4089,12288,0.35,17.36
1755206374,3362,29868,4147,155,4089,12288,0.34,17.36
1755206375,3362,29868,4147,155,4089,12288,0.27,17.36
1755206376,3362,29868,4147,155,4089,12288,0.34,17.36
1755206377,3362,29868,4147,155,4089,12288,0.33,17.36
1755206378,3362,29868,4147,155,4089,12288,0.37,17.36
1755206379,3362,29868,4147,155,4089,12288,0.28,17.37
1755206380,3362,29868,4147,155,4089,12288,0.28,17.36
1755206381,3362,29868,4147,155,4089,12288,0.36,17.36
1755206382,3362,29868,4147,155,4089,12288,0.40,17.36
1755206383,3362,29868,4147,155,4089,12288,0.37,17.36
1755206384,3362,29868,4147,155,4089,12288,0.25,17.36
1755206385,3362,29868,4147,155,4089,12288,0.27,17.36
1755206386,3362,29868,4147,155,4089,12288,0.42,17.36
1755206387,3362,29868,4147,155,4089,12288,0.42,17.36
1755206388,3362,29868,4147,155,4089,12288,0.22,17.36
1755206390,3362,29868,4147,155,4089,12288,0.34,17.36
1755206391,3362,29868,4147,155,4089,12288,0.25,17.36
1755206392,3362,29868,4147,155,4089,12288,0.40,17.37
1755206393,3362,29868,4147,155,4089,12288,0.37,17.37
1755206394,3362,29868,4147,155,4089,12288,0.27,17.36
1755206395,3362,29868,4147,155,4089,12288,0.43,17.36
1755206396,3362,29868,4147,155,4089,12288,0.33,17.37
1755206397,3362,29868,4147,155,4089,12288,0.38,17.38
1755206398,3362,29868,4147,155,4089,12288,0.51,17.36
1755206399,3362,29868,4147,155,4089,12288,0.30,17.36
1755206400,3362,29868,4147,155,4089,12288,0.25,17.36
1755206401,3362,29868,4147,155,4089,12288,0.40,17.36
1755206402,3362,29868,4147,155,4089,12288,0.25,17.36
1755206403,3362,29868,4147,155,4089,12288,0.35,17.36
1755206404,3362,29868,4147,155,4089,12288,0.34,17.36
1755206405,3362,29868,4147,155,4089,12288,0.24,17.36
1755206406,3362,29868,4147,155,4089,12288,0.34,17.36
1755206407,3362,29868,4147,155,4089,12288,0.42,17.36
1755206408,3362,29868,4147,155,4089,12288,0.27,17.36
1755206410,3362,29868,4147,155,4089,12288,0.24,17.36
1755206411,3362,29868,4147,155,4089,12288,0.36,17.36
1755206412,3362,29868,4147,155,4089,12288,0.36,17.36
1755206413,3362,29868,4147,155,4089,12288,0.37,17.36
1755206414,3362,29868,4147,155,4089,12288,0.31,17.38
1755206415,3362,29868,4147,155,4089,12288,0.31,17.38
1755206416,3362,29868,4147,155,4089,12288,0.34,17.36
1755206417,3362,29868,4147,155,4089,12288,0.34,17.36
1755206418,3362,29868,4147,155,4089,12288,0.30,17.36
1755206419,3362,29868,4147,155,4089,12288,0.31,17.36
1755206420,3362,29868,4147,155,4089,12288,0.24,17.36
1755206421,3362,29868,4147,155,4089,12288,0.39,17.36
1755206422,3362,29868,4147,155,4089,12288,0.37,17.36
1755206423,3362,29868,4147,155,4089,12288,0.34,17.36
1755206424,3362,29868,4147,155,4089,12288,0.27,17.36
1755206425,3362,29868,4147,155,4089,12288,0.33,17.36
1755206426,3362,29868,4147,155,4089,12288,0.33,17.36
1755206427,3362,29868,4147,155,4089,12288,0.39,17.36
1755206428,3362,29868,4147,155,4089,12288,0.33,17.36
1755206430,3362,29868,4147,155,4089,12288,0.22,17.36
1755206431,3362,29868,4147,155,4089,12288,0.24,17.36
1755206432,3362,29868,4147,155,4089,12288,0.40,17.36
1755206433,3362,29868,4147,155,4089,12288,0.37,17.36
1755206434,3362,29868,4147,155,4089,12288,0.28,17.36
1755206435,3362,29868,4147,155,4089,12288,0.28,17.36
1755206436,3362,29868,4147,155,4089,12288,0.24,17.36
1755206437,3362,29868,4147,155,4089,12288,0.28,17.36
1755206438,3362,29868,4147,155,4089,12288,0.41,17.37
1755206439,3362,29868,4147,155,4089,12288,0.31,17.36
1755206440,3362,29868,4147,155,4089,12288,0.25,17.36
1755206441,3362,29868,4147,155,4089,12288,0.40,17.36
1755206442,3362,29868,4147,155,4089,12288,0.30,17.36
1755206443,3362,29868,4147,155,4089,12288,0.42,17.36
1755206444,3362,29868,4147,155,4089,12288,0.27,17.36
1755206445,3362,29868,4147,155,4089,12288,0.25,17.36
1755206446,3362,29868,4147,155,4089,12288,0.37,17.36
1755206447,3362,29868,4147,155,4089,12288,0.39,17.36
1755206448,3362,29868,4147,155,4089,12288,0.27,17.36
1755206450,3362,29868,4147,155,4089,12288,0.30,17.36
1755206451,3362,29868,4147,155,4089,12288,0.42,17.36
1755206452,3362,29868,4147,155,4089,12288,0.40,17.36
1755206453,3362,29868,4147,155,4089,12288,0.46,17.36
1755206454,3362,29868,4147,155,4089,12288,0.28,17.36
1755206455,3362,29868,4147,155,4089,12288,0.24,17.36
1755206456,3362,29868,4147,155,4089,12288,0.22,17.36
1755206457,3362,29868,4147,155,4089,12288,0.36,17.36
1755206458,3362,29868,4147,155,4089,12288,0.37,17.36
1755206459,3362,29868,4147,155,4089,12288,0.30,17.36
1755206460,3362,29868,4147,155,4089,12288,0.24,17.36
1755206461,3362,29868,4147,155,4089,12288,0.39,17.36
1755206462,3362,29868,4147,155,4089,12288,0.33,17.36
1755206463,3362,29868,4147,155,4089,12288,0.37,17.36
1755206464,3362,29868,4147,155,4089,12288,0.31,17.36
1755206465,3362,29868,4147,155,4089,12288,0.31,17.36
1755206466,3362,29868,4147,155,4089,12288,0.37,17.36
1755206467,3362,29868,4147,155,4089,12288,0.51,17.36
1755206468,3362,29868,4147,155,4089,12288,0.30,17.36
1755206470,3362,29868,4147,155,4089,12288,0.25,17.36
1755206471,3362,29868,4147,155,4089,12288,0.39,17.36
1755206472,3362,29868,4147,155,4089,12288,0.38,17.36
1755206473,3362,29868,4147,155,4089,12288,0.34,17.36
1755206474,3362,29868,4147,155,4089,12288,0.33,17.36
1755206475,3362,29868,4147,155,4089,12288,0.27,17.36
1755206476,3362,29868,4147,155,4089,12288,0.27,17.36
1755206477,3362,29868,4147,155,4089,12288,0.33,17.36
1755206478,3362,29868,4147,155,4089,12288,0.37,17.36
1755206479,3362,29868,4147,155,4089,12288,0.25,17.36
1755206480,3362,29868,4147,155,4089,12288,0.25,17.36
1755206481,3362,29868,4147,155,4089,12288,0.34,17.36
1755206482,3362,29868,4147,155,4089,12288,0.31,17.36
1755206483,3362,29868,4147,155,4089,12288,0.37,17.36
1755206484,3362,29868,4147,155,4089,12288,0.26,17.36
1755206485,3362,29868,4147,155,4089,12288,0.22,17.36
1755206486,3362,29868,4147,155,4089,12288,0.42,17.36
1755206487,3362,29868,4147,155,4089,12288,0.39,17.36
1755206488,3362,29868,4147,155,4089,12288,0.25,17.36
1755206490,3362,29868,4147,155,4089,12288,0.34,17.36
1755206491,3362,29868,4147,155,4089,12288,0.25,17.36
1755206492,3362,29868,4147,155,4089,12288,0.37,17.36
1755206493,3362,29868,4147,155,4089,12288,0.48,17.36
1755206494,3362,29868,4147,155,4089,12288,0.27,17.36
1755206495,3362,29868,4147,155,4089,12288,0.19,17.38
1755206496,3362,29868,4147,155,4089,12288,0.22,17.37
1755206497,3362,29868,4147,155,4089,12288,0.36,17.38
1755206498,3362,29868,4147,155,4089,12288,0.48,17.37
1755206499,3362,29868,4147,155,4089,12288,0.23,17.36
1755206500,3362,29868,4147,155,4089,12288,0.25,17.36
1755206501,3362,29868,4147,155,4089,12288,0.37,17.36
1755206502,3362,29868,4147,155,4089,12288,0.33,17.36
1755206503,3362,29868,4147,155,4089,12288,0.34,17.36
1755206504,3362,29868,4147,155,4089,12288,0.27,17.36
1755206505,3362,29868,4147,155,4089,12288,0.24,17.36
1755206506,3362,29868,4147,155,4089,12288,0.40,17.36
1755206507,3362,29868,4147,155,4089,12288,0.45,17.36
1755206508,3362,29868,4147,155,4089,12288,0.27,17.36
1755206510,3362,29868,4147,155,4089,12288,0.25,17.36
1755206511,3362,29868,4147,155,4089,12288,0.25,17.36
1755206512,3362,29868,4147,155,4089,12288,0.36,17.36
1755206513,3362,29868,4147,155,4089,12288,0.37,17.36
1755206514,3362,29868,4147,155,4089,12288,0.31,17.36
1755206515,3362,29868,4147,155,4089,12288,0.24,17.36
1755206516,3362,29868,4147,155,4089,12288,0.24,17.36
1755206517,3362,29868,4147,155,4089,12288,0.45,17.36
1755206518,3362,29868,4147,155,4089,12288,0.34,17.36
1755206519,3362,29868,4147,155,4089,12288,0.30,17.36
1755206520,3362,29868,4147,155,4089,12288,0.23,17.36
1755206521,3362,29868,4147,155,4089,12288,0.39,17.36
1755206522,3362,29868,4147,155,4089,12288,0.33,17.36
1755206523,3362,29868,4147,155,4089,12288,0.31,17.36
1755206524,3362,29868,4147,155,4089,12288,0.25,17.36
1755206525,3362,29868,4147,155,4089,12288,0.28,17.36
1755206526,3362,29868,4147,155,4089,12288,0.36,17.36
1755206527,3362,29868,4147,155,4089,12288,0.37,17.36
1755206528,3362,29868,4147,155,4089,12288,0.37,17.36
1755206530,3362,29868,4147,155,4089,12288,0.28,17.36
1755206531,3362,29868,4147,155,4089,12288,0.33,17.36
